name,address,lat,long,phone,avg_rating,num_of_reviews,info
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,No-contact delivery
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Delivery
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Onsite services
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Takeout
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Dine-in
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Great coffee
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Great dessert
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Great tea selection
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Good for working on laptop
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Coffee
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Quick bite
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Breakfast
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Brunch
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Lunch
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Catering
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Dessert
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Restroom
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Casual
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Cozy
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,College students
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Groups
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Tourists
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Credit cards
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Debit cards
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,NFC mobile payments
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Free parking lot
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Usually plenty of parking
Highlands Coffee,"129 Đ. Lê Duẩn, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242854,105.8413948,+84 24 3200 8909,4.0,809,Valet parking
Highlands Coffee - Bảo tàng Lịch sử Quốc gia,"216 Đ. Trần Quang Khải, Tràng Tiền, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0246683,105.8588763,+84 24 5678 0286,4.4,248,Wheelchair accessible restroom
Highlands Coffee - Bảo tàng Lịch sử Quốc gia,"216 Đ. Trần Quang Khải, Tràng Tiền, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0246683,105.8588763,+84 24 5678 0286,4.4,248,Outdoor seating
Highlands Coffee - Bảo tàng Lịch sử Quốc gia,"216 Đ. Trần Quang Khải, Tràng Tiền, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0246683,105.8588763,+84 24 5678 0286,4.4,248,No-contact delivery
Highlands Coffee - Bảo tàng Lịch sử Quốc gia,"216 Đ. Trần Quang Khải, Tràng Tiền, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0246683,105.8588763,+84 24 5678 0286,4.4,248,Delivery
Highlands Coffee - Bảo tàng Lịch sử Quốc gia,"216 Đ. Trần Quang Khải, Tràng Tiền, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0246683,105.8588763,+84 24 5678 0286,4.4,248,Onsite services
Highlands Coffee - Bảo tàng Lịch sử Quốc gia,"216 Đ. Trần Quang Khải, Tràng Tiền, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0246683,105.8588763,+84 24 5678 0286,4.4,248,Takeout
