name,address,lat,long,phone,avg_rating,num_of_reviews,info
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Wheelchair accessible restroom
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Delivery
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Onsite services
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Takeout
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Dine-in
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Great coffee
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Great dessert
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Great tea selection
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Breakfast
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Lunch
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Solo dining
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Good for working on laptop
Starbucks Reserve Nhà Thờ,"6 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội",21.0292532,105.849986,024 3832 5678,4.4,3185,Alcohol
