name,address,lat,long,phone,avg_rating,num_of_reviews,info
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Wheelchair accessible restroom
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Outdoor seating
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,No-contact delivery
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Delivery
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Takeout
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Dine-in
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Great coffee
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Great dessert
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Great tea selection
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Rooftop seating
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Good for working on laptop
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Alcohol
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Coffee
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Happy hour drinks
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Happy hour food
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Organic dishes
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Prepared foods
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Quick bite
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Small plates
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Breakfast
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Brunch
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Catering
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Dessert
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Seating
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Bar onsite
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Gender-neutral restroom
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Restroom
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Wi-Fi
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Free Wi-Fi
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Casual
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Cozy
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,College students
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Family-friendly
Phuc Long Coffee & Tea,"66-68 P. Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016926,105.8528537,+84 24 3864 7979,4.0,730,Groups
