name,address,lat,long,phone,avg_rating,num_of_reviews,info
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Wheelchair accessible restroom
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,No-contact delivery
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Delivery
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Takeout
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Dine-in
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Great coffee
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Great tea selection
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Good for working on laptop
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Coffee
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Quick bite
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Catering
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Dessert
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Restroom
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Cozy
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,College students
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Groups
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Credit cards
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Debit cards
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,NFC mobile payments
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Good for kids
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Free parking lot
Highlands Coffee D9 Tân Phú,"71 Đường D9, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8124284,106.62644,+84 28 7102 0071,3.9,115,Free street parking
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Wheelchair accessible seating
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Outdoor seating
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,No-contact delivery
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Delivery
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Takeout
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Dine-in
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Great coffee
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Great dessert
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Great tea selection
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Good for working on laptop
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Coffee
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Quick bite
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Breakfast
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Brunch
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Catering
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Dessert
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Seating
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Restroom
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Cozy
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,College students
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Groups
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Tourists
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Credit cards
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Debit cards
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,NFC mobile payments
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Good for kids
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Free parking lot
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Free street parking
Highlands Coffee Phan Huy Ích 2 - Tân Bình,"53 Phan Huy Ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 70000",10.8270634,106.631038,028 7100 0053,3.9,147,Usually plenty of parking
Highlands Coffee Tân Thắng,"87C Đ. Tân Thắng, P, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8037496,106.6224294,+84 28 7101 0087,4.0,205,Wheelchair accessible restroom
Highlands Coffee Tân Thắng,"87C Đ. Tân Thắng, P, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8037496,106.6224294,+84 28 7101 0087,4.0,205,Outdoor seating
